Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2019-11-11 16:50:01,false,"York Running","4.01","402","00:46:32","144","153","160","180","11:37","6:44","76","73","0.87","0.0","0.0","0.0","0.0","0.0","46:32","0:00","0.0","0:00","No","00:04.04","5","0.0"
Running,2019-11-09 07:04:22,false,"York Running","7.01","695","01:19:58","146","160","168","179","11:25","5:05","109","95","0.84","0.0","0.0","0.0","0.0","0.0","1:19:58","0:00","0.0","0:00","No","00:04.48","8","0.0"
Running,2019-11-08 06:45:26,false,"York Running","3.03","314","00:34:10","147","161","170","178","11:16","1:22","47","50","0.84","0.0","0.0","0.0","0.0","0.0","34:10","0:00","0.0","0:00","No","00:21.03","4","0.0"
Running,2019-11-06 16:41:36,false,"York Running","5.49","586","01:01:46","152","160","161","178","11:15","1:15","117","86","0.89","0.0","0.0","0.0","0.0","0.0","1:01:46","0:00","0.0","0:00","No","05:19.20","6","0.0"
Running,2019-11-04 16:36:54,false,"York Running","3.73","387","00:43:05","144","153","165","176","11:33","3:54","95","59","0.84","0.0","0.0","0.0","0.0","0.0","43:05","0:00","0.0","0:00","No","08:09.32","4","0.0"
Running,2018-09-18 07:40:11,false,"York Running","1.01","99","00:11:06","144","160","167","184","11:00","8:39","16","--","0.88","0.0","0.0","0.0","0.0","0.0","11:06","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-06-19 07:59:05,false,"York Running","2.47","258","00:26:08","153","165","169","184","10:34","5:15","31","20","0.90","0.0","0.0","0.0","0.0","0.0","26:08","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-06-15 08:04:38,false,"York Running","2.94","317","00:33:28","148","158","162","176","11:23","8:35","46","45","0.87","0.0","0.0","0.0","0.0","0.0","33:28","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-06-05 06:51:31,false,"York Running","3.01","298","00:30:27","153","168","169","181","10:07","7:09","21","12","0.94","0.0","0.0","0.0","0.0","0.0","30:27","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-03 08:04:00,false,"York Running","2.01","208","00:21:04","154","172","169","179","10:31","6:58","15","--","0.91","0.0","0.0","0.0","0.0","0.0","21:04","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-29 06:56:00,false,"York Running","2.00","210","00:21:20","153","167","169","183","10:39","7:29","30","27","0.90","0.0","0.0","0.0","0.0","0.0","21:20","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-27 07:53:53,false,"York Running","3.00","310","00:32:14","149","166","169","183","10:44","9:18","34","19","0.89","0.0","0.0","0.0","0.0","0.0","32:14","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-05-22 06:47:40,false,"York Running","2.51","250","00:24:55","155","168","170","181","9:56","7:45","--","--","0.95","0.0","0.0","0.0","0.0","0.0","24:55","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-18 06:43:53,false,"York Running","2.01","199","00:20:20","152","170","168","177","10:09","7:51","22","--","0.94","0.0","0.0","0.0","0.0","0.0","20:20","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-04-25 06:48:57,false,"York Running","2.01","200","00:20:27","153","171","170","183","10:12","4:58","36","40","0.93","0.0","0.0","0.0","0.0","0.0","20:27","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-04-23 15:09:41,false,"York Running","2.96","306","00:30:28","155","174","165","177","10:18","4:34","49","49","0.95","0.0","0.0","0.0","0.0","0.0","30:28","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-04-18 07:15:08,false,"York Running","3.01","302","00:30:16","154","170","169","180","10:04","4:28","39","34","0.94","0.0","0.0","0.0","0.0","0.0","30:16","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-14 07:32:03,false,"York Running","2.01","179","00:20:34","143","176","170","178","10:15","5:11","32","36","0.93","0.0","0.0","0.0","0.0","0.0","20:34","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-03-31 08:59:30,false,"York Running","3.00","290","00:29:56","154","176","172","182","9:58","6:58","14","9","0.94","0.0","0.0","0.0","0.0","0.0","29:56","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-02-20 07:41:37,false,"York Running","4.01","385","00:39:53","151","165","170","186","9:57","7:08","18","24","0.95","0.0","0.0","0.0","0.0","0.0","39:53","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-17 08:52:36,false,"York Running","6.00","581","01:00:14","153","165","171","186","10:02","5:06","70","69","0.94","0.0","0.0","0.0","0.0","0.0","1:00:14","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-02-15 13:49:18,false,"York Running","3.01","290","00:29:32","153","173","170","185","9:49","1:12","41","52","0.96","0.0","0.0","0.0","0.0","0.0","29:32","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-02-13 08:08:17,false,"York Running","4.01","372","00:40:47","145","158","172","233","10:11","7:25","65","59","0.92","0.0","0.0","0.0","0.0","0.0","40:47","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-11 08:45:07,false,"York Running","6.01","566","01:02:05","147","161","171","236","10:20","7:07","71","46","0.91","0.0","0.0","0.0","0.0","0.0","1:02:05","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-02-08 16:26:38,false,"York Running","4.01","394","00:41:11","153","167","168","235","10:16","7:51","33","47","0.93","0.0","0.0","0.0","0.0","0.0","41:11","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-06 17:27:02,false,"York Running","4.01","407","00:41:21","156","171","163","184","10:19","4:38","24","34","0.95","0.0","0.0","0.0","0.0","0.0","41:21","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-04 08:06:17,false,"York Running","4.01","392","00:43:18","145","164","168","183","10:48","6:37","49","28","0.89","0.0","0.0","0.0","0.0","0.0","43:18","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-01-30 17:21:18,false,"York Running","1.86","187","00:20:23","146","157","165","178","10:57","7:21","--","14","0.89","0.0","0.0","0.0","0.0","0.0","20:23","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-01-28 09:02:48,false,"York Running","3.01","295","00:30:57","151","164","172","181","10:18","8:27","57","43","0.91","0.0","0.0","0.0","0.0","0.0","30:57","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-26 14:59:11,false,"York Running","6.01","580","01:01:51","152","166","169","186","10:18","4:04","100","96","0.93","0.0","0.0","0.0","0.0","0.0","1:01:51","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-01-24 13:19:45,false,"York Running","3.01","287","00:30:45","151","166","166","186","10:13","5:37","66","72","0.95","0.0","0.0","0.0","0.0","0.0","30:45","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-22 17:24:23,false,"York Running","3.00","302","00:32:10","151","163","169","180","10:43","8:10","27","16","0.89","0.0","0.0","0.0","0.0","0.0","32:10","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-20 13:11:52,false,"York Running","5.00","499","00:53:00","154","171","169","187","10:35","4:14","67","68","0.90","0.0","0.0","0.0","0.0","0.0","53:00","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-01-18 14:21:23,false,"York Running","3.00","291","00:30:29","153","168","168","179","10:09","4:38","35","31","0.94","0.0","0.0","0.0","0.0","0.0","30:29","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-15 19:08:22,false,"York Running","4.01","375","00:42:43","145","163","170","186","10:39","5:52","45","44","0.89","0.0","0.0","0.0","0.0","0.0","42:43","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-01-15 17:26:54,false,"York Running","3.01","314","00:32:26","155","170","167","245","10:47","6:44","30","30","0.89","0.0","0.0","0.0","0.0","0.0","32:26","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-10 11:30:17,false,"York Running","3.00","325","00:31:31","164","205","167","180","10:30","3:40","37","37","0.92","0.0","0.0","0.0","0.0","0.0","31:31","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-08 13:16:09,false,"York Running","2.02","202","00:21:37","150","166","169","181","10:43","4:50","24","25","0.89","0.0","0.0","0.0","0.0","0.0","21:37","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-01-07 08:54:17,false,"York Running","3.01","314","00:32:29","155","167","171","186","10:48","4:53","67","63","0.87","0.0","0.0","0.0","0.0","0.0","32:29","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-05 05:56:44,false,"York Running","2.01","198","00:22:39","141","157","168","179","11:16","4:15","46","49","0.85","0.0","0.0","0.0","0.0","0.0","22:39","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-01-03 08:25:34,false,"York Running","3.01","323","00:32:58","156","168","166","179","10:58","2:51","54","53","0.88","0.0","0.0","0.0","0.0","0.0","32:58","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-01 08:22:06,false,"York Running","3.01","296","00:32:14","147","162","167","179","10:43","8:56","24","20","0.90","0.0","0.0","0.0","0.0","0.0","32:14","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-12-04 10:33:23,false,"York Running","2.01","169","00:20:06","143","173","167","179","10:00","3:47","12","--","0.96","0.0","0.0","0.0","0.0","0.0","20:06","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-11-15 07:32:33,false,"York Running","3.01","304","00:31:41","153","168","171","185","10:32","6:36","38","45","0.89","0.0","0.0","0.0","0.0","0.0","31:41","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-11-12 08:36:03,false,"York Running","3.01","291","00:30:47","151","168","171","190","10:14","8:26","51","22","0.92","0.0","0.0","0.0","0.0","0.0","30:47","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-11-10 07:42:00,false,"York Running","3.87","411","00:42:17","154","170","170","186","10:56","4:57","67","55","0.87","0.0","0.0","0.0","0.0","0.0","42:17","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-11-08 07:31:50,false,"York Running","2.01","197","00:20:48","151","166","170","179","10:21","5:24","24","22","0.91","0.0","0.0","0.0","0.0","0.0","20:48","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-11-07 07:25:45,false,"York Running","2.50","251","00:25:51","154","171","169","181","10:19","4:45","46","38","0.92","0.0","0.0","0.0","0.0","0.0","25:51","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-11-05 08:33:40,false,"York Running","2.96","301","00:31:16","152","166","171","186","10:34","3:16","76","77","0.89","0.0","0.0","0.0","0.0","0.0","31:16","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-11-03 07:47:37,false,"York Running","1.93","183","00:19:59","147","167","171","188","10:22","9:33","14","--","0.91","0.0","0.0","0.0","0.0","0.0","19:59","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-11-01 07:44:12,false,"York Running","2.01","200","00:21:36","147","163","164","179","10:46","8:49","36","--","0.91","0.0","0.0","0.0","0.0","0.0","21:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-31 07:28:45,false,"York Running","2.01","194","00:21:25","143","158","167","178","10:40","8:11","--","2","0.91","0.0","0.0","0.0","0.0","0.0","21:25","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-29 07:58:00,false,"York Running","2.78","274","00:29:26","148","164","168","183","10:34","4:40","40","24","0.90","0.0","0.0","0.0","0.0","0.0","29:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-27 08:03:47,false,"York Running","2.01","203","00:21:00","154","178","169","179","10:27","5:04","23","19","0.91","0.0","0.0","0.0","0.0","0.0","21:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-24 07:31:45,false,"York Running","2.01","210","00:22:35","148","164","160","181","11:16","7:19","25","12","0.89","0.0","0.0","0.0","0.0","0.0","22:35","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-21 07:50:30,false,"York Running","2.01","209","00:22:17","149","167","166","174","11:06","6:04","23","32","0.87","0.0","0.0","0.0","0.0","0.0","22:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-17 07:24:00,false,"York Running","2.01","201","00:22:30","141","156","165","183","11:13","10:18","--","--","0.87","0.0","0.0","0.0","0.0","0.0","22:30","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-13 07:09:34,false,"Running","1.01","102","00:10:36","153","165","167","181","10:32","9:35","--","--","0.92","0.0","0.0","0.0","0.0","0.0","10:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-30 16:38:25,false,"Clifton Ward Running","2.93","310","00:32:22","151","166","160","178","11:03","5:34","48","27","0.91","0.0","0.0","0.0","0.0","0.0","32:22","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-15 16:38:04,false,"Clifton Ward Running","2.00","197","00:20:35","152","166","167","176","10:18","9:25","13","--","0.94","0.0","0.0","0.0","0.0","0.0","20:35","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-08 07:24:37,false,"Guildhall Ward Running","3.06","309","00:30:37","159","172","166","181","10:01","5:06","45","46","0.96","0.0","0.0","0.0","0.0","0.0","30:37","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-06 06:25:44,false,"Guildhall Ward Running","3.01","306","00:31:37","152","165","169","181","10:30","4:13","63","55","0.00","0.0","0.0","0.0","0.0","0.0","31:37","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-04 16:34:07,false,"Clifton Ward Running","2.86","300","00:31:23","150","165","161","245","10:59","5:23","40","29","0.00","0.0","0.0","0.0","0.0","0.0","31:23","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-16 08:01:44,false,"Guildhall Ward Running","5.00","488","00:52:30","148","163","171","186","10:30","7:17","67","58","0.90","0.0","0.0","0.0","0.0","0.0","52:30","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-14 07:03:37,false,"Guildhall Ward Running","3.20","315","00:33:21","150","167","170","183","10:25","8:49","49","49","0.91","0.0","0.0","0.0","0.0","0.0","33:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-12 16:45:23,false,"Guildhall Ward Running","3.00","300","00:32:52","146","161","166","236","10:57","7:33","39","37","0.89","0.0","0.0","0.0","0.0","0.0","32:52","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-10 16:37:52,false,"Guildhall Ward Running","3.01","306","00:32:32","150","166","161","186","10:49","6:49","52","51","0.93","0.0","0.0","0.0","0.0","0.0","32:32","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-09 07:29:36,false,"Guildhall Ward Running","4.01","403","00:43:33","149","164","169","183","10:52","3:22","39","35","0.87","0.0","0.0","0.0","0.0","0.0","43:33","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-07 07:02:21,false,"Guildhall Ward Running","3.01","295","00:32:40","145","158","166","186","10:52","4:52","39","39","0.89","0.0","0.0","0.0","0.0","0.0","32:40","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-05 07:35:51,false,"Clifton Ward Running","3.00","306","00:32:03","152","164","167","178","10:40","1:36","34","33","0.90","0.0","0.0","0.0","0.0","0.0","32:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-03 07:15:54,false,"Clifton Ward Running","3.01","275","00:32:45","138","154","167","179","10:53","7:45","40","38","0.88","0.0","0.0","0.0","0.0","0.0","32:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-25 07:26:51,false,"Guildhall Ward Running","3.10","303","00:32:12","152","164","167","182","10:24","7:14","57","42","0.93","0.0","0.0","0.0","0.0","0.0","32:12","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-24 17:19:29,false,"Guildhall Ward Running","2.92","304","00:32:19","150","161","160","186","11:04","4:24","33","32","0.91","0.0","0.0","0.0","0.0","0.0","32:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-22 16:48:47,false,"Guildhall Ward Running","3.01","295","00:33:45","144","163","157","178","11:14","7:37","16","24","0.91","0.0","0.0","0.0","0.0","0.0","33:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-20 16:30:03,false,"Heworth Ward Running","2.97","299","00:31:59","149","190","163","174","10:47","8:46","25","11","0.91","0.0","0.0","0.0","0.0","0.0","31:59","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-11 07:27:59,false,"Guildhall Ward Running","2.99","322","00:33:11","155","184","167","179","11:06","5:59","40","38","0.87","0.0","0.0","0.0","0.0","0.0","33:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-06 16:41:21,false,"Clifton Ward Running","1.98","185","00:20:57","142","159","167","175","10:34","8:49","--","--","0.91","0.0","0.0","0.0","0.0","0.0","20:57","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-02 16:30:10,false,"Guildhall Ward Running","2.00","189","00:20:05","154","173","168","245","10:04","2:19","14","11","0.95","0.0","0.0","0.0","0.0","0.0","20:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-27 16:34:07,false,"Clifton Ward Running","1.99","196","00:20:48","151","172","165","173","10:27","3:53","5","--","0.93","0.0","0.0","0.0","0.0","0.0","20:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-15 16:31:33,false,"Guildhall Ward Running","1.96","194","00:21:03","148","166","166","174","10:43","5:42","4","14","0.90","0.0","0.0","0.0","0.0","0.0","21:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-09 16:38:49,false,"Clifton Ward Running","1.98","215","00:20:46","164","186","168","176","10:30","8:33","13","--","0.91","0.0","0.0","0.0","0.0","0.0","20:46","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-07 16:30:24,false,"Guildhall Ward Running","1.95","200","00:21:02","152","167","168","184","10:48","6:13","--","--","0.89","0.0","0.0","0.0","0.0","0.0","21:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-29 08:24:03,false,"Guildhall Ward Running","2.99","271","00:32:06","141","161","170","186","10:45","3:18","57","57","0.88","0.0","0.0","0.0","0.0","0.0","32:06","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-24 16:43:46,false,"Guildhall Ward Running","2.92","290","00:32:54","143","157","165","247","11:16","3:54","30","29","0.86","0.0","0.0","0.0","0.0","0.0","32:54","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-22 08:21:18,false,"Guildhall Ward Running","3.00","280","00:32:22","144","160","170","180","10:47","6:16","33","23","0.88","0.0","0.0","0.0","0.0","0.0","32:22","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-19 16:34:35,false,"Guildhall Ward Running","2.00","182","00:21:27","141","164","167","178","10:42","8:59","18","14","0.90","0.0","0.0","0.0","0.0","0.0","21:27","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-17 16:44:40,false,"Clifton Ward Running","2.00","195","00:21:36","147","160","169","179","10:47","6:47","12","--","0.88","0.0","0.0","0.0","0.0","0.0","21:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-14 07:53:58,false,"Guildhall Ward Running","2.00","207","00:21:31","156","177","169","178","10:44","8:38","26","21","0.89","0.0","0.0","0.0","0.0","0.0","21:31","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-12 16:43:10,false,"Guildhall Ward Running","0.94","84","00:09:42.5","142","157","167","178","10:17","7:00","16","17","0.94","0.0","0.0","0.0","0.0","0.0","9:42.5","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-11 16:42:13,false,"Guildhall Ward Running","1.50","149","00:16:54","146","171","161","181","11:16","4:06","35","28","0.89","0.0","0.0","0.0","0.0","0.0","16:54","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-09 16:36:01,false,"Guildhall Ward Running","1.01","101","00:11:40","142","155","163","173","11:36","6:31","--","--","0.85","0.0","0.0","0.0","0.0","0.0","11:40","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-08 08:34:37,false,"Guildhall Ward Running","1.00","99","00:10:56","148","159","167","176","10:54","9:31","23","23","0.88","0.0","0.0","0.0","0.0","0.0","10:56","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-05 16:48:12,false,"Guildhall Ward Running","1.05","107","00:11:35","150","161","163","170","11:02","10:03","16","20","0.89","0.0","0.0","0.0","0.0","0.0","11:35","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-04 16:45:48,false,"Guildhall Ward Running","0.97","107","00:11:33","148","166","164","177","11:54","10:48","--","5","0.83","0.0","0.0","0.0","0.0","0.0","11:33","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-01 08:04:30,false,"Guildhall Ward Running","1.00","111","00:12:17","147","158","162","174","12:15","10:18","18","20","0.81","0.0","0.0","0.0","0.0","0.0","12:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-07-25 16:38:37,false,"Guildhall Ward Running","2.84","292","00:34:04","141","151","161","189","11:59","8:24","41","35","0.83","0.0","0.0","0.0","0.0","0.0","34:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-07-21 16:34:45,false,"Guildhall Ward Running","4.00","381","00:47:11","137","150","165","176","11:47","3:55","43","40","0.83","0.0","0.0","0.0","0.0","0.0","47:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-07-16 08:55:41,false,"Guildhall Ward Running","8.00","816","01:38:05","144","160","164","182","12:15","5:16","91","83","0.80","0.0","0.0","0.0","0.0","0.0","1:38:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-07-14 16:39:26,false,"Guildhall Ward Running","4.01","421","00:44:17","151","175","164","176","11:03","5:59","23","36","0.89","0.0","0.0","0.0","0.0","0.0","44:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-07-12 16:33:12,false,"Guildhall Ward Running","4.01","394","00:46:21","140","150","166","179","11:34","4:14","33","46","0.84","0.0","0.0","0.0","0.0","0.0","46:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-07-10 08:06:33,false,"Guildhall Ward Running","6.01","547","01:09:46","136","153","165","183","11:37","8:30","60","58","0.84","0.0","0.0","0.0","0.0","0.0","1:09:46","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-07-06 16:35:41,false,"Naburn Running","2.92","301","00:32:11","149","165","163","174","11:00","5:31","33","31","0.90","0.0","0.0","0.0","0.0","0.0","32:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-07-04 16:35:33,false,"Guildhall Ward Running","1.94","197","00:23:11","137","150","166","181","11:57","5:39","23","28","0.81","0.0","0.0","0.0","0.0","0.0","23:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-06-27 16:45:14,false,"Guildhall Ward Running","2.96","265","00:33:27","133","149","164","174","11:18","2:19","31","30","0.87","0.0","0.0","0.0","0.0","0.0","33:27","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-06-20 16:19:12,false,"Naburn Running","2.96","299","00:33:16","144","158","163","181","11:15","10:03","25","27","0.88","0.0","0.0","0.0","0.0","0.0","33:16","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-06-15 07:57:46,false,"Guildhall Ward Running","4.00","417","00:48:25","141","156","164","181","12:06","10:09","73","67","0.81","0.0","0.0","0.0","0.0","0.0","48:25","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-06-13 17:06:39,false,"Guildhall Ward Running","5.00","480","00:58:04","140","150","164","175","11:37","4:34","52","47","0.85","0.0","0.0","0.0","0.0","0.0","58:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-06-11 07:17:49,false,"Guildhall Ward Running","6.00","537","01:08:41","138","153","166","184","11:27","3:16","61","54","0.84","0.0","0.0","0.0","0.0","0.0","1:08:41","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-06-09 16:30:02,false,"Guildhall Ward Running","3.01","310","00:36:26","141","155","161","183","12:08","6:17","30","27","0.82","0.0","0.0","0.0","0.0","0.0","36:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-06-05 08:16:03,false,"Guildhall Ward Running","10.00","892","02:04:39","138","153","166","181","12:27","5:01","124","111","0.78","0.0","0.0","0.0","0.0","0.0","2:04:39","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-06-03 16:52:19,false,"Guildhall Ward Running","4.00","381","00:45:12","139","149","165","179","11:17","6:11","34","47","0.86","0.0","0.0","0.0","0.0","0.0","45:12","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-31 16:37:22,false,"Guildhall Ward Running","4.99","442","00:56:47","137","157","163","180","11:23","7:26","57","56","0.87","0.0","0.0","0.0","0.0","0.0","56:47","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-30 15:17:03,false,"Guildhall Ward Running","3.00","292","00:36:13","137","146","162","181","12:03","7:00","33","33","0.83","0.0","0.0","0.0","0.0","0.0","36:13","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-28 10:32:26,false,"Guildhall Ward Running","6.41","624","01:19:07","141","151","165","231","12:20","8:43","76","74","0.79","0.0","0.0","0.0","0.0","0.0","1:19:07","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-24 16:47:42,false,"Guildhall Ward Running","4.00","397","00:47:19","141","151","166","186","11:49","9:33","21","23","0.82","0.0","0.0","0.0","0.0","0.0","47:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-23 17:01:56,false,"Guildhall Ward Running","3.01","294","00:35:19","139","149","167","179","11:45","7:23","14","25","0.82","0.0","0.0","0.0","0.0","0.0","35:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-21 07:04:44,false,"Guildhall Ward Running","9.68","945","02:01:36","142","156","166","187","12:34","7:34","101","97","0.77","0.0","0.0","0.0","0.0","0.0","2:01:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-19 16:30:07,false,"Guildhall Ward Running","6.01","546","01:09:09","138","152","162","181","11:31","2:47","61","59","0.86","0.0","0.0","0.0","0.0","0.0","1:09:09","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-17 16:47:52,false,"Guildhall Ward Running","3.00","280","00:34:49","136","146","162","210","11:35","7:51","29","31","0.86","0.0","0.0","0.0","0.0","0.0","34:49","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-16 16:52:52,false,"Guildhall Ward Running","4.00","405","00:50:06","138","152","154","178","12:31","5:07","52","46","0.83","0.0","0.0","0.0","0.0","0.0","50:06","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-12 16:48:02,false,"Guildhall Ward Running","6.00","612","01:13:38","143","153","163","178","12:16","8:43","51","58","0.80","0.0","0.0","0.0","0.0","0.0","1:13:38","0:00","0.0","0:00","No","00:00.00","--","0.0"
