Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2013-04-17 17:36:21,false,"Untitled","4.51","534","00:45:51","--","--","--","--","10:10","1:13","101","83","0.00","0.0","0.0","0.0","0.0","0.0","45:51","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-15 16:58:16,false,"Untitled","4.20","497","00:43:14","--","--","--","--","10:18","4:49","19","32","0.00","0.0","0.0","0.0","0.0","0.0","43:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-13 09:53:00,false,"Untitled","6.06","728","01:02:20","--","--","--","--","10:17","5:49","110","106","0.00","0.0","0.0","0.0","0.0","0.0","1:02:20","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-11 16:55:57,false,"Untitled","3.08","366","00:28:56","--","--","--","--","9:23","4:48","58","61","0.00","0.0","0.0","0.0","0.0","0.0","28:56","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-10 16:56:24,false,"Untitled","4.51","534","00:45:35","--","--","--","--","10:07","4:46","62","76","0.00","0.0","0.0","0.0","0.0","0.0","45:35","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-08 16:57:45,false,"Untitled","2.97","360","00:29:15","--","--","--","--","9:50","4:10","61","56","0.00","0.0","0.0","0.0","0.0","0.0","29:15","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-06 09:04:17,false,"Untitled","6.02","725","01:00:14","--","--","--","--","10:01","5:36","70","64","0.00","0.0","0.0","0.0","0.0","0.0","1:00:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-04 16:31:47,false,"Untitled","3.00","353","00:28:38","--","--","--","--","9:32","5:49","14","28","0.00","0.0","0.0","0.0","0.0","0.0","28:38","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-03 17:04:27,false,"Untitled","3.02","358","00:30:24","--","--","--","--","10:05","5:55","41","45","0.00","0.0","0.0","0.0","0.0","0.0","30:24","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-01 09:49:38,false,"Untitled","3.06","363","00:30:15","--","--","--","--","9:54","5:53","21","26","0.00","0.0","0.0","0.0","0.0","0.0","30:15","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-30 09:13:02,false,"Untitled","6.01","720","01:01:03","--","--","--","--","10:10","4:44","58","54","0.00","0.0","0.0","0.0","0.0","0.0","1:01:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-27 16:30:48,false,"Untitled","3.00","354","00:29:14","--","--","--","--","9:45","2:10","58","54","0.00","0.0","0.0","0.0","0.0","0.0","29:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-25 17:29:02,false,"Untitled","3.06","366","00:29:58","--","--","--","--","9:47","5:30","69","60","0.00","0.0","0.0","0.0","0.0","0.0","29:58","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-24 09:35:55,false,"Untitled","4.00","482","00:40:58","--","--","--","--","10:14","5:52","21","24","0.00","0.0","0.0","0.0","0.0","0.0","40:58","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-22 16:22:07,false,"Untitled","3.16","375","00:33:04","--","--","--","--","10:27","7:27","5","9","0.00","0.0","0.0","0.0","0.0","0.0","33:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-20 09:19:50,false,"Untitled","3.01","350","00:30:17","--","--","--","--","10:00","6:48","28","45","0.00","0.0","0.0","0.0","0.0","0.0","30:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-18 17:31:50,false,"Untitled","3.01","353","00:27:52","--","--","--","--","9:17","3:08","54","59","0.00","0.0","0.0","0.0","0.0","0.0","27:52","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-16 09:23:51,false,"Untitled","3.03","358","00:30:20","--","--","--","--","10:00","6:36","35","51","0.00","0.0","0.0","0.0","0.0","0.0","30:20","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-15 16:20:38,false,"Untitled","3.00","358","00:29:46","--","--","--","--","9:55","5:16","29","28","0.00","0.0","0.0","0.0","0.0","0.0","29:46","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-11 17:29:08,false,"Untitled","3.00","358","00:28:51","--","--","--","--","9:36","4:24","66","71","0.00","0.0","0.0","0.0","0.0","0.0","28:51","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-09 12:32:38,false,"Untitled","5.50","661","00:57:43","--","--","--","--","10:30","5:00","49","47","0.00","0.0","0.0","0.0","0.0","0.0","57:43","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-06 16:22:09,false,"Untitled","4.52","537","00:46:25","--","--","--","--","10:16","3:39","46","57","0.00","0.0","0.0","0.0","0.0","0.0","46:25","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-03-02 10:58:58,false,"stanley park 10k 54:46","6.31","753","00:54:47","--","--","--","--","8:41","5:22","48","36","0.00","0.0","0.0","0.0","0.0","0.0","54:47","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-27 17:21:58,false,"Untitled","3.00","360","00:29:31","--","--","--","--","9:49","5:44","15","27","0.00","0.0","0.0","0.0","0.0","0.0","29:31","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-25 17:31:43,false,"Untitled","2.48","289","00:26:28","--","--","--","--","10:41","5:09","56","54","0.00","0.0","0.0","0.0","0.0","0.0","26:28","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-23 08:28:13,false,"Untitled","6.04","729","01:00:33","--","--","--","--","10:02","4:36","96","95","0.00","0.0","0.0","0.0","0.0","0.0","1:00:33","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-21 16:34:30,false,"Untitled","4.50","531","00:43:40","--","--","--","--","9:42","4:33","51","48","0.00","0.0","0.0","0.0","0.0","0.0","43:40","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-20 16:47:25,false,"Untitled","3.55","419","00:35:21","--","--","--","--","9:57","6:25","75","72","0.00","0.0","0.0","0.0","0.0","0.0","35:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-18 17:32:19,false,"Untitled","3.01","365","00:28:48","--","--","--","--","9:35","4:31","50","53","0.00","0.0","0.0","0.0","0.0","0.0","28:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-16 08:14:12,false,"Untitled","5.00","600","00:50:46","--","--","--","--","10:09","5:13","53","55","0.00","0.0","0.0","0.0","0.0","0.0","50:46","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-11 17:25:55,false,"Untitled","3.08","362","00:31:38","--","--","--","--","10:16","6:09","41","40","0.00","0.0","0.0","0.0","0.0","0.0","31:38","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-10 08:20:10,false,"Untitled","3.06","368","00:29:08","--","--","--","--","9:31","5:30","81","78","0.00","0.0","0.0","0.0","0.0","0.0","29:08","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-08 10:04:18,false,"Untitled","6.00","721","01:00:12","--","--","--","--","10:02","3:44","107","106","0.00","0.0","0.0","0.0","0.0","0.0","1:00:12","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-06 17:32:06,false,"Untitled","3.00","358","00:28:40","--","--","--","--","9:33","6:08","65","72","0.00","0.0","0.0","0.0","0.0","0.0","28:40","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-04 17:17:13,false,"Untitled","3.07","362","00:32:15","--","--","--","--","10:31","6:56","50","52","0.00","0.0","0.0","0.0","0.0","0.0","32:15","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-02-02 09:25:00,false,"Untitled","6.01","721","01:01:50","--","--","--","--","10:17","5:26","91","88","0.00","0.0","0.0","0.0","0.0","0.0","1:01:50","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-31 16:51:21,false,"Untitled","3.00","359","00:29:43","--","--","--","--","9:54","6:12","18","20","0.00","0.0","0.0","0.0","0.0","0.0","29:43","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-29 17:02:28,false,"Untitled","3.00","365","00:31:27","--","--","--","--","10:28","6:15","61","62","0.00","0.0","0.0","0.0","0.0","0.0","31:27","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-27 08:55:56,false,"6 Miles!","6.00","732","01:01:36","--","--","--","--","10:16","5:47","119","115","0.00","0.0","0.0","0.0","0.0","0.0","1:01:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-24 16:47:56,false,"Untitled","3.01","365","00:30:32","--","--","--","--","10:09","5:11","25","25","0.00","0.0","0.0","0.0","0.0","0.0","30:32","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-23 16:58:55,false,"Untitled","3.09","368","00:32:47","--","--","--","--","10:36","6:10","40","39","0.00","0.0","0.0","0.0","0.0","0.0","32:47","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-19 09:15:50,false,"snow day","4.01","483","00:43:50","--","--","--","--","10:57","6:55","19","22","0.00","0.0","0.0","0.0","0.0","0.0","43:50","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-16 16:31:50,false,"Untitled","3.00","355","00:31:58","--","--","--","--","10:38","6:30","41","42","0.00","0.0","0.0","0.0","0.0","0.0","31:58","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-14 17:31:50,false,"Untitled","3.00","364","00:32:09","--","--","--","--","10:42","4:25","56","50","0.00","0.0","0.0","0.0","0.0","0.0","32:09","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-11 16:25:31,false,"5 miles!","5.13","616","00:55:43","--","--","--","--","10:51","6:45","71","70","0.00","0.0","0.0","0.0","0.0","0.0","55:43","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-07 17:30:02,false,"Untitled","4.07","500","00:39:26","--","--","--","--","9:42","2:46","71","77","0.00","0.0","0.0","0.0","0.0","0.0","39:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-05 11:30:22,false,"Untitled","3.28","395","00:31:45","--","--","--","--","9:40","5:00","29","32","0.00","0.0","0.0","0.0","0.0","0.0","31:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-03 17:18:47,false,"Untitled","3.14","372","00:32:45","--","--","--","--","10:26","7:24","46","48","0.00","0.0","0.0","0.0","0.0","0.0","32:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-01-01 10:14:11,false,"yomp round heworth stray","2.45","285","00:25:14","--","--","--","--","10:19","4:23","28","29","0.00","0.0","0.0","0.0","0.0","0.0","25:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
